q_m	xn_p,	xn_he3,	xn_he4,	xn_c12,	xn_n14,	xn_o16,	xn_o18,	xn_ne20,	xn_ne22,	xn_mg24,	xn_si28,	xn_ca40,	xn_ti44,	xn_ni56,
0.0	0.00027096118263620825	0.0	0.010715468357796529	0.2634595841930463	2.9568000054117693e-07	0.22219070904618873	0.0	0.06735076038595982	2.5811897096291518e-09	0.01923889082975974	0.011686124298780003	0.001560517552672765	1.2035326768034591e-05	0.40351465056520147
0.0010319420511319894	0.00025703730655943067	0.0	0.010473560706995809	0.27187859955569105	3.020427459816887e-07	0.2290937978118514	0.0	0.07011601552514467	2.629826893907437e-09	0.02014801170389881	0.012004037338872406	0.0015754661599280454	1.1889865882232018e-05	0.3844412793526031
0.0020640130295452607	0.00024978032963363263	0.0	0.010143344977298031	0.27576217407782494	3.0980833568768724e-07	0.23180490526689182	0.0	0.07255924674492895	2.7027257448234497e-09	0.021099098846588386	0.012379331744255035	0.001597802870459952	1.1866604483989036e-05	0.3743921360265739
0.003095950756896978	0.00023513293676705584	0.0	0.009728932558124305	0.2843910498583625	3.179565557855571e-07	0.23852117914553111	0.0	0.0763279168567537	2.7778723258528265e-09	0.02248039575151526	0.012901201341986697	0.0016233700042271057	1.1697749938261168e-05	0.35377880306236575
0.004127949567478717	0.0002128490327590832	0.0	0.008939831645090395	0.2973193910616038	3.434474946354162e-07	0.2489562382801379	0.0	0.08157950742768065	3.0024670765172645e-09	0.024293725129229782	0.013834327053418066	0.0016879928596220276	1.1507189924722735e-05	0.32316428387057183
0.005159979430667572	0.0001899768318393902	0.0	0.008351385707797882	0.3116530505298832	3.724263772809122e-07	0.2608276564575359	0.0	0.08556239303158021	3.256060754129977e-09	0.02531294484432792	0.014527166084716167	0.0017676951282557755	1.1181098870892988e-05	0.2917961746027546
0.006191942314561933	0.00017641411937598504	0.0	0.008094043058980671	0.32122440706581346	3.8971689455544295e-07	0.2698624566498815	0.0	0.08577048041199663	3.3988890549900805e-09	0.024848092688586763	0.014684308893995442	0.0018260374026004217	1.0960312527809713e-05	0.27350240628045763
0.007223875953975709	0.00017406624376171848	0.0	0.008188255971492333	0.32405143484809923	3.8656304356413063e-07	0.2727715635357758	0.0	0.08481921350721248	3.364183023204513e-09	0.024208601062800837	0.014391733417452172	0.001827103075289904	1.0785411488140847e-05	0.26955685299940074
0.008255922797830766	0.00016486808039202998	0.0	0.008421773139116854	0.3309991966164845	3.84014522192122e-07	0.27932931452535575	0.0	0.08516949409222455	3.3486217458483674e-09	0.02420481252063799	0.014116871365231298	0.0017839723841117394	1.0364518411675588e-05	0.2557989453948895
0.00928787774169135	0.00015540138629927482	0.0	0.008555436384052328	0.33813010360957513	3.803120263440065e-07	0.28546792261613924	0.0	0.08604664641801664	3.3361717344402535e-09	0.024300355114735692	0.01378603560803596	0.0017376850804816575	9.966925743184746e-06	0.2418100632087229
0.010319921283750234	0.00014433225458448603	0.0	0.008505260151768269	0.34599499944594747	3.6955381736961193e-07	0.29253491341498067	0.0	0.0872056916453154	3.2308725680996254e-09	0.024534274902236308	0.013671916875321122	0.0016963374255582555	9.634267328904393e-06	0.22570226683226915
0.011351861919827243	0.00013218623220510346	0.0	0.008512321754888077	0.3547904220191042	3.712221393855715e-07	0.30121648782211413	0.0	0.08673646857594705	3.2317617209618636e-09	0.02392766960598846	0.013614968973958617	0.0017006891994846701	9.43453525637129e-06	0.2093589768271522
0.01238393447052427	0.00011778452700146353	0.0	0.008496570637292538	0.36524362798835885	3.7462654467211156e-07	0.31092591959795607	0.0	0.08736338420525251	3.2498031514855707e-09	0.023721641845583865	0.013485361459694645	0.0016813540788820436	9.055205573552093e-06	0.1889549225780567
0.013415921174519847	0.00010621055643969495	0.0	0.008677802106049529	0.3742886154554446	3.608814842879585e-07	0.31891116465633607	0.0	0.0883097243448614	3.1117694862813234e-09	0.023725105954962755	0.012991223681841964	0.0015886483588137448	8.526304599216712e-06	0.1713926145873973
0.014447825333610153	9.788846365415337e-05	0.0	0.008631187388874006	0.3813994974690099	3.5377810514518996e-07	0.3246362862848087	0.0	0.0894525941692506	3.0366416261674344e-09	0.023656121130462147	0.012616295854029553	0.0015192029316002883	8.13572672483625e-06	0.15798243376683904
